Water_Body_Type,State_Name,Year,Temperature,DO,pH,Conductivity,BOD,Nitrate_Nitrite,Fecal_Coliform,Total_Coliform,Conductivity_log,BOD_log,Nitrate_Nitrite_log,Total_Coliform_log,Fecal_Coliform_log,DO_sqrt
POND,MADHYA PRADESH,2018,20.0,5.2,7.95,914.0,10.9,3.1999999999999997,801.0,1060.0,6.818924065275521,2.4765384001174837,1.4350845252893225,6.966967138613983,6.687108607866515,2.280350850198276
POND,MADHYA PRADESH,2018,26.0,6.45,7.7,591.5,2.8,2.3,66.0,1060.0,6.384350873009287,1.33500106673234,1.1939224684724346,6.966967138613983,4.204692619390966,2.539685019840059
POND,MADHYA PRADESH,2018,24.5,6.0,7.9,851.5,2.15,11.05,2.0,120.0,6.748173209157672,1.1474024528375417,2.489064659936664,4.795790545596741,1.0986122886681098,2.449489742783178
POND,MADHYA PRADESH,2018,23.0,7.55,7.35,347.5,1.5499999999999998,0.45,2.0,12.5,5.853638230200579,0.9360933591703348,0.37156355643248307,2.6026896854443837,1.0986122886681098,2.7477263328068173
POND,MADHYA PRADESH,2018,25.75,6.449999999999999,7.8500000000000005,540.5,4.2,6.7,801.0,823.5,6.294343066441045,1.6486586255873816,2.0412203288596382,6.714777141999654,6.687108607866515,2.539685019840059
POND,MADHYA PRADESH,2018,26.5,7.85,7.75,481.0,3.3,4.25,36.0,1060.0,6.1779441140506,1.4586150226995167,1.6582280766035324,6.966967138613983,3.6109179126442243,2.80178514522438
POND,MADHYA PRADESH,2018,25.5,7.35,8.35,591.0,1.3,0.5,2.0,50.0,6.3835066348840055,0.832909122935104,0.4054651081081644,3.9318256327243257,1.0986122886681098,2.711088342345192
POND,MADHYA PRADESH,2018,23.0,6.6,8.1,611.0,1.75,0.9,2.0,109.0,6.416732282512326,1.0116009116784799,0.6418538861723948,4.700480365792417,1.0986122886681098,2.569046515733026
LAKE,MEGHALAYA,2018,20.0,7.15,8.4,110.0,5.3,1.1,1850.0,4000.0,4.709530201312334,1.840549633397487,0.7419373447293773,8.294299608857235,7.523481312573497,2.6739483914241875
LAKE,MEGHALAYA,2018,15.5,7.6,7.55,157.5,5.0,0.35,1245.0,3300.0,5.065754593317335,1.791759469228055,0.3001045924503381,8.101980731853192,7.1276936993473985,2.756809750418044
LAKE,MEGHALAYA,2018,16.5,7.199999999999999,7.0,49.5,1.8,0.55,19.0,100.0,3.9219733362813143,1.0296194171811581,0.4382549309311553,4.61512051684126,2.995732273553991,2.6832815729997477
LAKE,MEGHALAYA,2018,19.5,5.35,7.550000000000001,120.0,7.3,1.3,2350.0,4700.0,4.795790545596741,2.1162555148025524,0.832909122935104,8.45553053102413,7.762596048540069,2.3130067012440754
LAKE,MEGHALAYA,2018,19.0,8.05,8.5,103.0,6.3,1.0,1700.0,3500.0,4.6443908991413725,1.9878743481543455,0.6931471805599453,8.160803920954665,7.438971592395862,2.8372521918222215
LAKE,MEGHALAYA,2018,20.5,4.6,8.350000000000001,111.5,6.0,0.65,1750.0,3400.0,4.722953221644475,1.9459101490553132,0.5007752879124893,8.131824785007195,7.467942332285852,2.1447610589527217
LAKE,MEGHALAYA,2018,22.5,6.9,7.1,71.5,1.7,0.35,30.0,147.0,4.283586561860629,0.9932517730102833,0.3001045924503381,4.997212273764115,3.4339872044851463,2.6267851073127395
LAKE,ODISHA,2018,27.5,7.7,7.550000000000001,176.5,2.45,0.75,1760.0,4715.0,5.178970608915471,1.2383742310432684,0.5596157879354227,8.458716261657262,7.473637108496206,2.7748873851023217
LAKE,ODISHA,2018,18.5,8.5,7.9,628.5,10.649999999999999,2.55,1660.0,5520.0,6.444925853484402,2.4553061800117093,1.2669476034873244,8.616314282284044,7.415175109613295,2.9154759474226504
LAKE,ODISHA,2018,27.5,7.85,7.35,172.0,2.4499999999999997,2.15,1210.0,1439.0,5.153291594497779,1.2383742310432684,1.1474024528375417,7.272398392570047,7.099201743553092,2.80178514522438
LAKE,ODISHA,2018,27.0,6.4,7.5,152.5,2.45,0.8500000000000001,1210.0,2739.0,5.033700567027251,1.2383742310432684,0.6151856390902335,7.9157131993821155,7.099201743553092,2.5298221281347035
LAKE,ODISHA,2018,27.5,7.9,7.55,155.5,2.8,1.25,1760.0,4646.5,5.0530560099802075,1.33500106673234,0.8109302162163288,8.4440847195956,7.473637108496206,2.8106938645110393
POND,ODISHA,2018,25.0,5.6,7.75,432.0,2.95,2.05,80065.0,80130.0,6.07073772800249,1.3737155789130306,1.1151415906193203,11.291418074414699,11.290606573530575,2.3664319132398464
POND,ODISHA,2018,26.0,9.2,8.55,824.5,6.65,1.95,8001.0,8001.0,6.715989263360183,2.0347056478384444,1.0818051703517284,8.98744678941718,8.98744678941718,3.03315017762062
POND,ODISHA,2018,26.0,10.35,8.15,1062.5,5.85,9.4,8001.0,8001.0,6.969320634640292,1.9242486522741338,2.341805806147327,8.98744678941718,8.98744678941718,3.2171415884290826
POND,ODISHA,2018,25.5,6.550000000000001,8.2,516.5,5.1,1.2,8039.0,27135.0,6.249009525139524,1.8082887711792655,0.7884573603642702,10.20861653859163,8.992184362173012,2.5592967784139455
POND,ODISHA,2018,25.0,7.25,7.8,897.0,10.25,4.2,8165.0,8395.0,6.8001700683022,2.4203681286504293,1.6486586255873816,9.035510680940524,9.007734471879521,2.692582403567252
POND,ODISHA,2018,28.0,9.8,7.75,466.0,10.450000000000001,1.0,8010.0,8065.0,6.1463292576688975,2.4379897300002487,0.6931471805599453,8.995412975433313,8.988570876215118,3.1304951684997055
POND,ODISHA,2018,24.0,7.05,7.65,366.0,1.75,1.3,1260.0,2172.5,5.905361848054571,1.0116009116784799,0.832909122935104,7.684094050428847,7.13966033596492,2.6551836094703507
POND,ODISHA,2018,27.5,9.25,8.100000000000001,807.5,10.3,3.5,8010.0,8085.0,6.695180679017161,2.424802725718295,1.5040773967762742,8.997889450200717,8.988570876215118,3.0413812651491097
LAKE,PUDUCHERRY,2018,31.5,7.2,7.55,541.5,1.5,0.85,53.5,175.0,6.296188085414615,0.9162907318741551,0.6151856390902334,5.170483995038151,3.9982007016691985,2.6832815729997477
LAKE,PUNJAB,2018,22.0,6.949999999999999,7.4,275.5,2.3,1.15,1215.0,2595.0,5.6222108209623896,1.1939224684724346,0.7654678421395714,7.86172707782398,7.103322062526113,2.6362852652928135
LAKE,PUNJAB,2018,23.0,7.05,7.45,284.0,2.3,1.0499999999999998,1165.0,2395.0,5.652489180268651,1.1939224684724346,0.7178397931503168,7.78155595923534,7.061334366910438,2.6551836094703507
LAKE,PUNJAB,2018,20.0,8.05,7.550000000000001,185.0,4.5,1.745,56.0,105.0,5.225746673713202,1.7047480922384253,1.009781074961494,4.663439094112067,4.04305126783455,2.8372521918222215
LAKE,RAJASTHAN,2018,24.0,6.6,8.4,615.0,1.45,2.4,190.5,89.0,6.423246963533519,0.8960880245566356,1.2237754316221157,4.499809670330265,5.2548878086207,2.569046515733026
LAKE,RAJASTHAN,2018,23.0,5.75,8.350000000000001,1270.0,2.85,1.35,21.0,89.0,7.147559271189454,1.3480731482996928,0.8544153281560676,4.499809670330265,3.091042453358316,2.3979157616563596
LAKE,RAJASTHAN,2018,23.5,4.0,7.300000000000001,540.0,5.55,2.1,13.5,67.0,6.293419278846481,1.8794650496471605,1.1314021114911006,4.219507705176107,2.6741486494265287,2.0
LAKE,RAJASTHAN,2018,23.5,6.7,8.3,695.0,2.1,2.4,15.5,112.5,6.54534966033442,1.1314021114911006,1.2237754316221157,4.7318028369214575,2.803360380906535,2.588435821108957
LAKE,RAJASTHAN,2018,27.6,7.25,8.2,305.0,1.6500000000000001,2.9,7.5,17.5,5.723585101952381,0.9745596399981309,1.3609765531356006,2.917770732084279,2.1400661634962708,2.692582403567252
LAKE,RAJASTHAN,2018,18.75,5.55,7.699999999999999,270.0,1.5,2.45,9.0,17.5,5.602118820879701,0.9162907318741551,1.2383742310432684,2.917770732084279,2.302585092994046,2.355843797877949
LAKE,RAJASTHAN,2018,24.5,4.050000000000001,7.8500000000000005,600.0,2.3000000000000003,2.25,35.5,85.0,6.398594934535208,1.1939224684724346,1.1786549963416462,4.454347296253507,3.597312260588446,2.012461179749811
LAKE,RAJASTHAN,2018,25.0,6.35,7.800000000000001,270.0,2.1,2.45,9.0,17.5,5.602118820879701,1.1314021114911006,1.2383742310432684,2.917770732084279,2.302585092994046,2.5199206336708304
LAKE,RAJASTHAN,2018,23.5,4.45,8.15,610.0,1.95,2.6,13.5,60.5,6.415096959171596,1.0818051703517284,1.2809338454620642,4.119037174812473,2.6741486494265287,2.1095023109728985
LAKE,RAJASTHAN,2018,23.0,4.5,8.15,600.0,1.9500000000000002,2.45,10.5,51.5,6.398594934535208,1.0818051703517284,1.2383742310432684,3.960813169597578,2.4423470353692043,2.1213203435596424
LAKE,RAJASTHAN,2018,20.0,4.800000000000001,7.75,740.0,2.6500000000000004,2.25,14.0,60.5,6.608000625296087,1.2947271675944003,1.1786549963416462,4.119037174812473,2.70805020110221,2.1908902300206647
LAKE,RAJASTHAN,2018,23.5,4.45,7.550000000000001,870.0,2.4000000000000004,2.7,21.0,112.5,6.769641976852503,1.2237754316221159,1.308332819650179,4.7318028369214575,3.091042453358316,2.1095023109728985
LAKE,RAJASTHAN,2018,25.0,4.5,8.1,2870.0,15.6,1.55,48.0,180.0,7.962415680121064,2.8094026953624978,0.9360933591703349,5.198497031265826,3.8918202981106265,2.1213203435596424
POND,RAJASTHAN,2018,23.0,6.7,8.0,420.0,1.4500000000000002,2.8,9.0,19.5,6.042632833682381,0.8960880245566357,1.33500106673234,3.0204248861443626,2.302585092994046,2.588435821108957
LAKE,TAMIL NADU,2018,21.0,6.95,6.85,132.5,4.1,1.3499999999999999,56.0,66.0,4.894101477840304,1.62924053973028,0.8544153281560676,4.204692619390966,4.04305126783455,2.6362852652928135
LAKE,TAMIL NADU,2018,17.0,4.3,6.95,318.0,7.3999999999999995,1.95,1155.0,2545.0,5.765191102784844,2.128231705849268,1.0818051703517284,7.842278779117352,7.052721049232323,2.073644135332772
LAKE,TAMIL NADU,2018,26.5,7.4,7.050000000000001,356.0,4.45,1.0,354.0,890.0,5.877735781779639,1.6956156086751528,0.6931471805599453,6.792344427470809,5.872117789475416,2.7202941017470885
LAKE,TAMIL NADU,2018,31.5,5.9,7.9,392.5,3.9000000000000004,0.65,567.0,1465.0,5.975081067857458,1.589235205116581,0.5007752879124893,7.290292882446597,6.342121418721152,2.4289915602982237
LAKE,TAMIL NADU,2018,20.05,5.25,8.0,1487.0,19.0,0.65,231.0,1355.0,7.305188215393037,2.995732273553991,0.5007752879124893,7.212294468500341,5.44673737166631,2.29128784747792
LAKE,TAMIL NADU,2018,31.0,5.9,8.35,485.5,6.0,0.7000000000000001,106.0,1240.0,6.1872369016260595,1.9459101490553132,0.5306282510621704,7.123672785204607,4.672828834461906,2.4289915602982237
LAKE,TAMIL NADU,2018,31.0,6.05,7.699999999999999,866.5,9.5,0.65,171.0,1560.0,6.765615511821014,2.3513752571634776,0.5007752879124893,7.353081920515432,5.147494476813453,2.4596747752497685
LAKE,TELANGANA,2018,24.5,1.1500000000000001,7.55,1396.0,16.0,13.799999999999999,250.0,7630.0,7.242082359256962,2.833213344056216,2.6946271807700692,8.939974177289633,5.5254529391317835,1.0723805294763609
LAKE,TELANGANA,2018,30.0,0.3,7.4,1399.5,21.0,12.350000000000001,230.0,7510.0,7.2445845947001635,3.091042453358316,2.591516384846259,8.924123891686012,5.442417710521793,0.5477225575051661
LAKE,TELANGANA,2018,28.5,5.8,8.35,340.0,2.0,1.3,16.0,105.0,5.831882477283517,1.0986122886681098,0.832909122935104,4.663439094112067,2.833213344056216,2.4083189157584592
LAKE,TELANGANA,2018,26.5,3.85,7.75,1333.0,12.0,3.35,91.0,4070.0,7.195937226475569,2.5649493574615367,1.4701758451005926,8.31164394850298,4.5217885770490405,1.9621416870348585
LAKE,TELANGANA,2018,30.0,1.95,7.6,1516.5,13.0,6.85,111.0,6040.0,7.3248195229336535,2.6390573296152584,2.060513531794317,8.706324840138741,4.718498871295094,1.396424004376894
LAKE,TELANGANA,2018,28.0,0.3,7.7,2429.0,34.5,12.600000000000001,410.0,5685.0,7.795646536334594,3.56953269648137,2.6100697927420065,8.645762292210945,6.018593214496234,0.5477225575051661
LAKE,TELANGANA,2018,29.0,5.949999999999999,7.699999999999999,302.5,2.5,0.8,13.5,155.0,5.715381610499553,1.252762968495368,0.5877866649021191,5.049856007249537,2.6741486494265287,2.4392621835300936
LAKE,TELANGANA,2018,26.5,4.95,7.6,603.0,5.0,1.45,61.0,255.0,6.403574197934815,1.791759469228055,0.8960880245566356,5.545177444479562,4.127134385045092,2.224859546128699
LAKE,TELANGANA,2018,27.5,2.5,7.5,1230.0,11.0,7.05,161.0,4060.0,7.115582126184454,2.4849066497880004,2.0856720914304723,8.309184527686298,5.087596335232384,1.5811388300841898
LAKE,TELANGANA,2018,27.5,0.6000000000000001,7.35,1309.5,24.5,9.05,401.0,8310.0,7.178164022763461,3.2386784521643803,2.307572634505085,9.025335217553026,5.996452088619021,0.7745966692414834
LAKE,TELANGANA,2018,24.5,1.15,7.6,1500.0,15.0,11.5,401.0,7088.0,7.313886831633462,2.772588722239781,2.5257286443082556,8.866299565855018,5.996452088619021,1.0723805294763609
LAKE,TELANGANA,2018,26.5,0.5,7.7,1398.5,17.0,9.7,401.0,5305.0,7.2438703089555085,2.8903717578961645,2.3702437414678603,8.576593534697684,5.996452088619021,0.7071067811865476
LAKE,TELANGANA,2018,23.5,0.5,7.4,1088.0,36.0,9.15,401.0,6610.0,6.9930151229329605,3.6109179126442243,2.3174737054877963,8.796490207333578,5.996452088619021,0.7071067811865476
LAKE,TELANGANA,2018,27.0,0.3,7.199999999999999,1489.0,27.5,24.25,211.0,410.5,7.306531398939505,3.349904087274605,3.228826155721369,6.019809020117124,5.356586274672012,0.5477225575051661
LAKE,TELANGANA,2018,30.0,2.75,7.800000000000001,1646.0,16.0,12.6,111.0,297.0,7.4067107301776405,2.833213344056216,2.6100697927420065,5.697093486505405,4.718498871295094,1.6583123951777
POND,TELANGANA,2018,28.5,0.3,7.75,1566.0,21.0,14.2,45.0,5450.0,7.356918242356021,3.091042453358316,2.7212954278522306,8.603554357064281,3.828641396489095,0.5477225575051661
POND,TELANGANA,2018,28.0,4.8,7.75,592.0,2.5,1.9000000000000001,12.5,408.5,6.385194398997726,1.252762968495368,1.0647107369924285,6.014936903293124,2.6026896854443837,2.1908902300206643
POND,TELANGANA,2018,31.0,2.45,7.65,1193.5,11.0,13.25,111.0,4935.0,7.0854829667658645,2.4849066497880004,2.6567569067146595,8.504310565585223,4.718498871295094,1.5652475842498528
POND,TELANGANA,2018,30.0,0.5,7.5,1649.0,20.0,25.55,261.0,6118.0,7.408530566894626,3.044522437723423,3.279029747687948,8.71915396346254,5.568344503761097,0.7071067811865476
POND,TELANGANA,2018,29.0,1.3,7.550000000000001,1265.5,14.0,11.0,245.0,6090.0,7.14401246944173,2.70805020110221,2.4849066497880004,8.714567550836485,5.5053315359323625,1.140175425099138
POND,TELANGANA,2018,28.0,1.0,7.65,1474.0,22.0,12.5,401.0,5331.0,7.29641326877392,3.1354942159291497,2.6026896854443837,8.5814816812986,5.996452088619021,1.0
POND,TELANGANA,2018,28.0,2.95,7.699999999999999,1401.5,9.0,5.5,211.0,2828.0,7.246011637396851,2.302585092994046,1.8718021769015913,7.947678571301568,5.356586274672012,1.7175564037317668
POND,TELANGANA,2018,26.5,0.95,7.6,1500.5,26.0,5.2,241.0,860.0,7.314219887423385,3.295836866004329,1.824549292051046,6.7580945044277305,5.488937726156687,0.9746794344808963
TANK,TELANGANA,2018,27.0,5.6,7.95,333.5,2.5,0.5,13.0,104.0,5.8126368795682835,1.252762968495368,0.4054651081081644,4.653960350157523,2.6390573296152584,2.3664319132398464
TANK,TELANGANA,2018,24.5,5.85,8.0,705.0,31.5,12.65,65.0,753.5,6.559615237493242,3.481240089335692,2.613739521630969,6.626055278207904,4.189654742026425,2.4186773244895647
TANK,TELANGANA,2018,29.0,6.35,7.55,2098.0,20.0,26.349999999999998,128.0,2062.0,7.649216319820633,3.044522437723423,3.3087165288679903,7.631916513071252,4.859812404361672,2.5199206336708304
TANK,TELANGANA,2018,26.5,4.800000000000001,7.0,3840.0,20.0,28.25,51.0,852.0,8.253488028345904,3.044522437723423,3.3758795736778655,6.748759547491679,3.9512437185814275,2.1908902300206647
TANK,TELANGANA,2018,30.0,0.85,7.4,3840.0,28.0,5.95,271.0,860.0,8.253488028345904,3.367295829986474,1.9387416595767009,6.7580945044277305,5.605802066295998,0.9219544457292888
TANK,TELANGANA,2018,28.0,0.3,7.65,1727.5,31.5,6.65,427.5,9160.0,7.455009259361679,3.481240089335692,2.0347056478384444,9.122710622015209,6.060290738037835,0.5477225575051661
TANK,TELANGANA,2018,27.0,5.35,7.9,371.0,41.5,2.55,13.5,152.0,5.918893854273146,3.7495040759303713,1.2669476034873244,5.030437921392435,2.6741486494265287,2.3130067012440754
TANK,TELANGANA,2018,28.0,3.5,8.05,1462.0,15.0,6.7,51.0,8457.5,7.288244401020124,2.772588722239781,2.0412203288596382,9.042927131915347,3.9512437185814275,1.8708286933869707
TANK,TELANGANA,2018,26.5,5.65,7.1,1093.0,5.5,22.5,51.0,686.0,6.9975959829819265,1.8718021769015913,3.1570004211501135,6.532334292222349,3.9512437185814275,2.3769728648009427
TANK,TELANGANA,2018,27.0,2.3499999999999996,7.449999999999999,1607.0,71.5,10.1,111.0,812.0,7.382746449738912,4.283586561860629,2.4069451083182885,6.70073110954781,4.718498871295094,1.532970971675589
TANK,TELANGANA,2018,27.0,0.9500000000000001,7.2,1300.0,72.5,17.8,14.5,288.0,7.170888478512505,4.297285406218791,2.9338568698359038,5.666426688112432,2.740840023925201,0.9746794344808964
TANK,TELANGANA,2018,28.0,4.2,7.1,773.0,4.0,2.55,7.0,38.0,6.651571873589727,1.6094379124341003,1.2669476034873244,3.6635616461296463,2.0794415416798357,2.04939015319192
TANK,TELANGANA,2018,28.5,4.7,7.9,722.0,13.0,5.6,44.5,127.5,6.583409222158765,2.6390573296152584,1.8870696490323797,4.855928904335275,3.817712325956905,2.16794833886788
TANK,TELANGANA,2018,28.0,0.3,7.199999999999999,1596.5,25.5,20.7,125.5,293.0,7.37619518625169,3.2771447329921766,3.077312260546414,5.683579767338681,4.840242308167575,0.5477225575051661
TANK,TELANGANA,2018,26.5,7.1,7.25,3840.0,12.5,17.45,3.5,30.5,8.253488028345904,2.6026896854443837,2.915064370486536,3.449987545831587,1.5040773967762742,2.6645825188948455
TANK,TELANGANA,2018,26.0,5.7,6.6,860.5,46.5,28.25,17.0,49.0,6.758675055967984,3.8607297110405954,3.3758795736778655,3.912023005428146,2.8903717578961645,2.3874672772626644
TANK,TELANGANA,2018,25.5,7.55,7.65,703.5,6.5,8.45,32.0,51.0,6.557488331338735,2.0149030205422647,2.2460147415056513,3.9512437185814275,3.4965075614664802,2.7477263328068173
TANK,TELANGANA,2018,27.5,0.5,7.25,848.0,25.0,28.25,401.0,811.5,6.744059186311348,3.258096538021482,3.3758795736778655,6.700115914203892,5.996452088619021,0.7071067811865476
TANK,TELANGANA,2018,27.5,2.15,7.9,1523.5,35.5,28.15,211.0,809.5,7.329421766428309,3.597312260588446,3.3724549127965013,6.697651341175731,5.356586274672012,1.466287829861518
TANK,TELANGANA,2018,27.0,6.800000000000001,7.45,1172.5,9.5,24.4,8.0,129.5,7.067746015291078,2.3513752571634776,3.2347491740244907,4.871373226762748,2.1972245773362196,2.6076809620810595
TANK,TELANGANA,2018,26.0,6.7,7.75,1156.0,8.5,14.8,7.0,94.5,7.053585727193677,2.2512917986064953,2.760009940032921,4.5591262474866845,2.0794415416798357,2.588435821108957
TANK,TELANGANA,2018,25.5,6.15,6.9,1209.0,7.0,13.25,31.0,36.5,7.098375638590786,2.0794415416798357,2.6567569067146595,3.624340932976365,3.4657359027997265,2.479919353527449
TANK,TELANGANA,2018,26.5,6.199999999999999,7.2,1818.0,8.5,26.55,4.5,69.0,7.506042178518122,2.2512917986064953,3.3160025355989236,4.248495242049359,1.7047480922384253,2.4899799195977463
TANK,TELANGANA,2018,25.5,5.2,7.65,1654.0,4.1,25.0,2.5,48.0,7.411556287811163,1.62924053973028,3.258096538021482,3.8918202981106265,1.252762968495368,2.280350850198276
TANK,TELANGANA,2018,26.5,7.25,7.45,1968.0,7.9,28.25,3.0,59.5,7.585281078639126,2.186051276738094,3.3758795736778655,4.102643365036796,1.3862943611198906,2.692582403567252
TANK,TELANGANA,2018,26.5,6.85,7.949999999999999,2980.0,9.4,28.25,4.0,73.0,8.000014093678072,2.341805806147327,3.3758795736778655,4.30406509320417,1.6094379124341003,2.6172504656604803
TANK,TELANGANA,2018,26.5,3.6500000000000004,7.95,1114.5,14.0,8.75,48.0,274.5,7.017058013872587,2.70805020110221,2.277267285009756,5.6185876285929695,3.8918202981106265,1.91049731745428
TANK,TELANGANA,2018,27.5,3.5,7.35,1126.0,16.0,6.45,22.5,281.0,7.027314514039777,2.833213344056216,2.0082140323914683,5.641907070938114,3.1570004211501135,1.8708286933869707
TANK,TELANGANA,2018,27.25,3.3499999999999996,7.65,1417.5,12.0,1.5,27.0,256.5,7.257355254248906,2.5649493574615367,0.9162907318741551,5.551019720103791,3.332204510175204,1.8303005217723125
TANK,TELANGANA,2018,24.5,5.300000000000001,6.9,2442.5,10.5,28.25,33.5,66.0,7.80118671671021,2.4423470353692043,3.3758795736778655,4.204692619390966,3.5409593240373143,2.302172886644268
LAKE,TRIPURA,2018,25.25,7.4,7.95,115.0,0.6000000000000001,0.44999999999999996,130.0,250.0,4.7535901911063645,0.47000362924573563,0.371563556432483,5.5254529391317835,4.875197323201151,2.7202941017470885
LAKE,TRIPURA,2018,25.0,7.1000000000000005,7.25,147.0,1.75,0.55,140.0,280.0,4.997212273764115,1.0116009116784799,0.4382549309311553,5.638354669333745,4.948759890378168,2.6645825188948455
LAKE,TRIPURA,2018,24.75,7.0,7.15,100.0,0.6000000000000001,0.35,132.0,245.0,4.61512051684126,0.47000362924573563,0.3001045924503381,5.5053315359323625,4.890349128221754,2.6457513110645907
LAKE,TRIPURA,2018,26.25,7.449999999999999,7.550000000000001,167.0,1.4,0.5,130.0,250.0,5.123963979403259,0.8754687373538999,0.4054651081081644,5.5254529391317835,4.875197323201151,2.729468812791236
LAKE,TRIPURA,2018,26.25,7.85,7.5,148.5,1.5499999999999998,0.5,205.0,360.0,5.0072963928307415,0.9360933591703348,0.4054651081081644,5.8888779583328805,5.327876168789581,2.80178514522438
POND,TRIPURA,2018,24.5,6.0,7.75,105.5,0.6000000000000001,0.35,140.0,280.0,4.66814498514948,0.47000362924573563,0.3001045924503381,5.638354669333745,4.948759890378168,2.449489742783178
POND,TRIPURA,2018,25.25,6.300000000000001,7.75,114.5,0.6000000000000001,0.44999999999999996,140.0,250.0,4.749270529961848,0.47000362924573563,0.371563556432483,5.5254529391317835,4.948759890378168,2.5099800796022267
POND,TRIPURA,2018,25.0,7.7,8.0,125.0,0.8,0.5,190.0,325.0,4.836281906951478,0.5877866649021191,0.4054651081081644,5.786897381366708,5.25227342804663,2.7748873851023217
POND,TRIPURA,2018,25.0,7.75,7.9,111.0,0.65,0.45,140.0,285.0,4.718498871295094,0.5007752879124893,0.37156355643248307,5.655991810819852,4.948759890378168,2.7838821814150108
POND,TRIPURA,2018,25.0,7.800000000000001,7.85,124.5,0.7,0.30000000000000004,140.0,285.0,4.832305758571839,0.5306282510621704,0.26236426446749106,5.655991810819852,4.948759890378168,2.7928480087537886
POND,TRIPURA,2018,26.25,6.4,6.699999999999999,163.0,1.6500000000000001,0.4,145.0,285.0,5.099866427824199,0.9745596399981309,0.33647223662121295,5.655991810819852,4.983606621708336,2.5298221281347035
POND,TRIPURA,2018,26.75,6.6,7.800000000000001,167.5,1.55,0.4,180.0,285.0,5.126935749792416,0.9360933591703349,0.33647223662121295,5.655991810819852,5.198497031265826,2.569046515733026
POND,TRIPURA,2018,26.75,8.2,7.1,173.5,2.3,0.6000000000000001,205.0,335.0,5.161924741642482,1.1939224684724346,0.47000362924573563,5.817111159963204,5.327876168789581,2.8635642126552705
POND,TRIPURA,2018,26.0,7.5,7.45,142.0,1.25,0.4,140.0,250.0,4.962844630259907,0.8109302162163288,0.33647223662121295,5.5254529391317835,4.948759890378168,2.7386127875258306
POND,TRIPURA,2018,26.25,6.949999999999999,7.050000000000001,133.0,1.2,0.6000000000000001,185.0,285.0,4.897839799950911,0.7884573603642702,0.47000362924573563,5.655991810819852,5.225746673713202,2.6362852652928135
LAKE,"UTTAR 
PRADESH",2018,24.0,6.5,7.949999999999999,364.0,4.5,0.95,6000.0,8200.0,5.8998973535824915,1.7047480922384253,0.6678293725756554,9.012011377036412,8.699681400989514,2.5495097567963922
LAKE,WEST BENGAL,2018,26.5,10.35,8.149999999999999,333.0,3.9,0.44999999999999996,65350.0,115650.0,5.811140992976701,1.589235205116581,0.371563556432483,11.658332314401276,11.087528021154112,3.2171415884290826
LAKE,WEST BENGAL,2018,28.0,10.35,8.100000000000001,674.0,12.350000000000001,1.75,81500.0,100000.0,6.51471269087253,2.591516384846259,1.0116009116784799,11.51293546492023,11.308370569092329,3.2171415884290826
LAKE,WEST BENGAL,2018,28.0,10.35,8.25,669.5,21.6,1.745,125000.0,165000.0,6.508023702721733,3.1179499062782403,1.009781074961494,12.013706813470414,11.736077016252437,3.2171415884290826
LAKE,WEST BENGAL,2018,28.0,10.35,8.3,679.5,22.85,1.35,71500.0,96500.0,6.522827822091521,3.1717842173343502,0.8544153281560676,11.477308649967686,11.177466714598282,3.2171415884290826
LAKE,WEST BENGAL,2018,19.5,7.4,7.449999999999999,101.0,2.5,0.25,5800.0,18500.0,4.624972813284271,1.252762968495368,0.22314355131420976,9.825580063659602,8.665785595466064,2.7202941017470885
LAKE,WEST BENGAL,2018,14.0,6.7,7.5,142.5,3.0,0.44999999999999996,5100.0,15500.0,4.966335035199676,1.3862943611198906,0.371563556432483,9.648659816955295,8.537191877922927,2.588435821108957
LAKE,WEST BENGAL,2018,16.5,7.85,7.5,38.0,1.7,0.3,225.0,830.0,3.6635616461296463,0.9932517730102833,0.262364264467491,6.7226297948554485,5.420534999272286,2.80178514522438
LAKE,WEST BENGAL,2018,14.0,8.0,7.65,28.5,1.35,0.25,215.0,770.0,3.3843902633457743,0.8544153281560676,0.22314355131420976,6.647688373563329,5.375278407684165,2.8284271247461903
LAKE,WEST BENGAL,2018,26.0,6.9,7.5,211.0,2.15,1.745,5050.0,7700.0,5.356586274672012,1.1474024528375417,1.009781074961494,8.94910546953925,8.527341522468053,2.6267851073127395
LAKE,WEST BENGAL,2018,24.75,6.8999999999999995,7.55,494.0,3.15,1.745,7000.0,11000.0,6.20455776256869,1.423108334242607,1.009781074961494,9.305741456739435,8.853808274977197,2.6267851073127395
LAKE,"ANDHRA 
PRADESH",2019,27.0,5.9,7.75,1332.0,2.9000000000000004,2.91,17.0,625.0,7.195187320178709,1.3609765531356008,1.3635373739972745,6.439350371100098,2.8903717578961645,2.4289915602982237
TANK,"ANDHRA 
PRADESH",2019,30.5,4.65,7.35,663.0,12.0,2.2,150.0,900.0,6.498282149476434,2.5649493574615367,1.1631508098056809,6.803505257608338,5.017279836814924,2.1563858652847827
LAKE,ASSAM,2019,28.0,7.8,7.55,208.5,3.75,1.55,181.0,930.0,5.344723739362192,1.55814461804655,0.9360933591703349,6.836259277277067,5.204006687076795,2.792848008753788
LAKE,ASSAM,2019,22.5,4.3,7.0,128.5,9.65,1.6,515.0,1360.0,4.863680881139593,2.365559892155434,0.9555114450274363,7.215975002651466,6.246106765481563,2.073644135332772
