Water_Body_Type,State_Name,Year,Temperature,DO,pH,Conductivity,BOD,Nitrate_Nitrite,Fecal_Coliform,Total_Coliform,Conductivity_log,BOD_log,Nitrate_Nitrite_log,Total_Coliform_log,Fecal_Coliform_log,DO_sqrt,BOD_Temp,BOD_Conductivity,Nitrate_Temp,BOD_Temp_log,BOD_Conductivity_log,Is_Monsoon
TANK,TELANGANA,2018,26.0,5.7,6.6,860.5,46.5,28.25,17.0,49.0,6.758675055967984,3.8607297110405954,3.3758795736778655,3.912023005428146,2.8903717578961645,2.3874672772626644,1209.0,40013.25,734.5,7.098375638590786,10.59699091965411,1
TANK,TELANGANA,2018,25.5,7.55,7.65,703.5,6.5,8.45,32.0,51.0,6.557488331338735,2.0149030205422647,2.2460147415056513,3.9512437185814275,3.4965075614664802,2.7477263328068173,165.75,4572.75,215.475,5.1164956847957335,8.428088716333416,1
TANK,TELANGANA,2018,27.5,0.5,7.25,848.0,25.0,28.25,401.0,811.5,6.744059186311348,3.258096538021482,3.3758795736778655,6.700115914203892,5.996452088619021,0.7071067811865476,687.5,21200.0,776.875,6.53451531816871,9.961803629358965,1
TANK,TELANGANA,2018,27.5,2.15,7.9,1523.5,35.5,28.15,211.0,809.5,7.329421766428309,3.597312260588446,3.3724549127965013,6.697651341175731,5.356586274672012,1.466287829861518,976.25,54084.25,774.125,6.884742504673064,10.89831678440741,1
TANK,TELANGANA,2018,27.0,6.800000000000001,7.45,1172.5,9.5,24.4,8.0,129.5,7.067746015291078,2.3513752571634776,3.2347491740244907,4.871373226762748,2.1972245773362196,2.6076809620810595,256.5,11138.75,658.8,5.551019720103791,9.318275071577752,1
TANK,TELANGANA,2018,26.0,6.7,7.75,1156.0,8.5,14.8,7.0,94.5,7.053585727193677,2.2512917986064953,2.760009940032921,4.5591262474866845,2.0794415416798357,2.588435821108957,221.0,9826.0,384.8,5.402677381872279,9.192888978362427,1
TANK,TELANGANA,2018,25.5,6.15,6.9,1209.0,7.0,13.25,31.0,36.5,7.098375638590786,2.0794415416798357,2.6567569067146595,3.624340932976365,3.4657359027997265,2.479919353527449,178.5,8463.0,337.875,5.190175207928333,9.043577154098081,1
TANK,TELANGANA,2018,26.5,6.199999999999999,7.2,1818.0,8.5,26.55,4.5,69.0,7.506042178518122,2.2512917986064953,3.3160025355989236,4.248495242049359,1.7047480922384253,2.4899799195977463,225.25,15453.0,703.575,5.421640582580036,9.645623148493529,1
TANK,TELANGANA,2018,25.5,5.2,7.65,1654.0,4.1,25.0,2.5,48.0,7.411556287811163,1.62924053973028,3.258096538021482,3.8918202981106265,1.252762968495368,2.280350850198276,104.55,6781.4,637.5,4.65918477429433,8.822086300598373,1
TANK,TELANGANA,2018,26.5,7.25,7.45,1968.0,7.9,28.25,3.0,59.5,7.585281078639126,2.186051276738094,3.3758795736778655,4.102643365036796,1.3862943611198906,2.692582403567252,209.35000000000002,15547.2,748.625,5.34877281003653,9.651700155280171,1
TANK,TELANGANA,2018,26.5,6.85,7.949999999999999,2980.0,9.4,28.25,4.0,73.0,8.000014093678072,2.341805806147327,3.3758795736778655,4.30406509320417,1.6094379124341003,2.6172504656604803,249.10000000000002,28012.0,748.625,5.521860837883573,10.240423967124363,1
TANK,TELANGANA,2018,26.5,3.6500000000000004,7.95,1114.5,14.0,8.75,48.0,274.5,7.017058013872587,2.70805020110221,2.277267285009756,5.6185876285929695,3.8918202981106265,1.91049731745428,371.0,15603.0,231.875,5.918893854273146,9.655282570626547,1
TANK,TELANGANA,2018,27.5,3.5,7.35,1126.0,16.0,6.45,22.5,281.0,7.027314514039777,2.833213344056216,2.0082140323914683,5.641907070938114,3.1570004211501135,1.8708286933869707,440.0,18016.0,177.375,6.089044875446846,9.7990710356157,1
TANK,TELANGANA,2018,27.25,3.3499999999999996,7.65,1417.5,12.0,1.5,27.0,256.5,7.257355254248906,2.5649493574615367,0.9162907318741551,5.551019720103791,3.332204510175204,1.8303005217723125,327.0,17010.0,40.875,5.793013608384144,9.741615472609583,1
TANK,TELANGANA,2018,24.5,5.300000000000001,6.9,2442.5,10.5,28.25,33.5,66.0,7.80118671671021,2.4423470353692043,3.3758795736778655,4.204692619390966,3.5409593240373143,2.302172886644268,257.25,25646.25,692.125,5.553928107999748,10.152191632375613,1
LAKE,TRIPURA,2018,25.25,7.4,7.95,115.0,0.6000000000000001,0.44999999999999996,130.0,250.0,4.7535901911063645,0.47000362924573563,0.371563556432483,5.5254529391317835,4.875197323201151,2.7202941017470885,15.150000000000002,69.00000000000001,11.362499999999999,2.7819200496686656,4.248495242049359,1
LAKE,TRIPURA,2018,25.0,7.1000000000000005,7.25,147.0,1.75,0.55,140.0,280.0,4.997212273764115,1.0116009116784799,0.4382549309311553,5.638354669333745,4.948759890378168,2.6645825188948455,43.75,257.25,13.750000000000002,3.8010914447208646,5.553928107999748,1
LAKE,TRIPURA,2018,24.75,7.0,7.15,100.0,0.6000000000000001,0.35,132.0,245.0,4.61512051684126,0.47000362924573563,0.3001045924503381,5.5053315359323625,4.890349128221754,2.6457513110645907,14.850000000000001,60.00000000000001,8.6625,2.76316950032329,4.110873864173311,1
LAKE,TRIPURA,2018,26.25,7.449999999999999,7.550000000000001,167.0,1.4,0.5,130.0,250.0,5.123963979403259,0.8754687373538999,0.4054651081081644,5.5254529391317835,4.875197323201151,2.729468812791236,36.75,233.79999999999998,13.125,3.6309854756950335,5.458734087953942,1
LAKE,TRIPURA,2018,26.25,7.85,7.5,148.5,1.5499999999999998,0.5,205.0,360.0,5.0072963928307415,0.9360933591703348,0.4054651081081644,5.8888779583328805,5.327876168789581,2.80178514522438,40.68749999999999,230.17499999999998,13.125,3.7302013236758422,5.443174999463702,1
POND,TRIPURA,2018,24.5,6.0,7.75,105.5,0.6000000000000001,0.35,140.0,280.0,4.66814498514948,0.47000362924573563,0.3001045924503381,5.638354669333745,4.948759890378168,2.449489742783178,14.700000000000003,63.30000000000001,8.575,2.7536607123542627,4.163559631243574,1
POND,TRIPURA,2018,25.25,6.300000000000001,7.75,114.5,0.6000000000000001,0.44999999999999996,140.0,250.0,4.749270529961848,0.47000362924573563,0.371563556432483,5.5254529391317835,4.948759890378168,2.5099800796022267,15.150000000000002,68.70000000000002,11.362499999999999,2.7819200496686656,4.244200317766478,1
POND,TRIPURA,2018,25.0,7.7,8.0,125.0,0.8,0.5,190.0,325.0,4.836281906951478,0.5877866649021191,0.4054651081081644,5.786897381366708,5.25227342804663,2.7748873851023217,20.0,100.0,12.5,3.044522437723423,4.61512051684126,1
POND,TRIPURA,2018,25.0,7.75,7.9,111.0,0.65,0.45,140.0,285.0,4.718498871295094,0.5007752879124893,0.37156355643248307,5.655991810819852,4.948759890378168,2.7838821814150108,16.25,72.15,11.25,2.847812143477369,4.292512127466133,1
POND,TRIPURA,2018,25.0,7.800000000000001,7.85,124.5,0.7,0.30000000000000004,140.0,285.0,4.832305758571839,0.5306282510621704,0.26236426446749106,5.655991810819852,4.948759890378168,2.7928480087537886,17.5,87.14999999999999,7.500000000000001,2.917770732084279,4.4790399088438795,1
POND,TRIPURA,2018,26.25,6.4,6.699999999999999,163.0,1.6500000000000001,0.4,145.0,285.0,5.099866427824199,0.9745596399981309,0.33647223662121295,5.655991810819852,4.983606621708336,2.5298221281347035,43.3125,268.95000000000005,10.5,3.7912668042923463,5.5982367566642965,1
POND,TRIPURA,2018,26.75,6.6,7.800000000000001,167.5,1.55,0.4,180.0,285.0,5.126935749792416,0.9360933591703349,0.33647223662121295,5.655991810819852,5.198497031265826,2.569046515733026,41.4625,259.625,10.700000000000001,3.7486213334867022,5.563082592553066,1
POND,TRIPURA,2018,26.75,8.2,7.1,173.5,2.3,0.6000000000000001,205.0,335.0,5.161924741642482,1.1939224684724346,0.47000362924573563,5.817111159963204,5.327876168789581,2.8635642126552705,61.525,399.04999999999995,16.05,4.135566476763683,5.9915895392961325,1
POND,TRIPURA,2018,26.0,7.5,7.45,142.0,1.25,0.4,140.0,250.0,4.962844630259907,0.8109302162163288,0.33647223662121295,5.5254529391317835,4.948759890378168,2.7386127875258306,32.5,177.5,10.4,3.5115454388310208,5.184588601219693,1
POND,TRIPURA,2018,26.25,6.949999999999999,7.050000000000001,133.0,1.2,0.6000000000000001,185.0,285.0,4.897839799950911,0.7884573603642702,0.47000362924573563,5.655991810819852,5.225746673713202,2.6362852652928135,31.5,159.6,15.750000000000002,3.481240089335692,5.078916801512661,1
LAKE,UTTAR PRADESH,2018,24.0,6.5,7.949999999999999,364.0,4.5,0.95,6000.0,8200.0,5.8998973535824915,1.7047480922384253,0.6678293725756554,9.012011377036412,8.699681400989514,2.5495097567963922,108.0,1638.0,22.799999999999997,4.6913478822291435,7.40184157874383,1
LAKE,WEST BENGAL,2018,26.5,10.35,8.149999999999999,333.0,3.9,0.44999999999999996,65350.0,115650.0,5.811140992976701,1.589235205116581,0.371563556432483,11.658332314401276,11.087528021154112,3.2171415884290826,103.35,1298.7,11.924999999999999,4.647750633523209,7.169888747587542,1
LAKE,WEST BENGAL,2018,28.0,10.35,8.100000000000001,674.0,12.350000000000001,1.75,81500.0,100000.0,6.51471269087253,2.591516384846259,1.0116009116784799,11.51293546492023,11.308370569092329,3.2171415884290826,345.80000000000007,8323.900000000001,49.0,5.848748244906387,9.027006302764487,1
LAKE,WEST BENGAL,2018,28.0,10.35,8.25,669.5,21.6,1.745,125000.0,165000.0,6.508023702721733,3.1179499062782403,1.009781074961494,12.013706813470414,11.736077016252437,3.2171415884290826,604.8000000000001,14461.2,48.86,6.406549898593137,9.579293627985145,1
LAKE,WEST BENGAL,2018,28.0,10.35,8.3,679.5,22.85,1.35,71500.0,96500.0,6.522827822091521,3.1717842173343502,0.8544153281560676,11.477308649967686,11.177466714598282,3.2171415884290826,639.8000000000001,15526.575,37.800000000000004,6.46271739575415,9.650372754561866,1
LAKE,WEST BENGAL,2018,19.5,7.4,7.449999999999999,101.0,2.5,0.25,5800.0,18500.0,4.624972813284271,1.252762968495368,0.22314355131420976,9.825580063659602,8.665785595466064,2.7202941017470885,48.75,252.5,4.875,3.907010463604602,5.535363823031238,1
LAKE,WEST BENGAL,2018,14.0,6.7,7.5,142.5,3.0,0.44999999999999996,5100.0,15500.0,4.966335035199676,1.3862943611198906,0.371563556432483,9.648659816955295,8.537191877922927,2.588435821108957,42.0,427.5,6.299999999999999,3.7612001156935624,6.060290738037835,1
LAKE,WEST BENGAL,2018,16.5,7.85,7.5,38.0,1.7,0.3,225.0,830.0,3.6635616461296463,0.9932517730102833,0.262364264467491,6.7226297948554485,5.420534999272286,2.80178514522438,28.05,64.6,4.95,3.3690184832979204,4.183575695950044,1
LAKE,WEST BENGAL,2018,14.0,8.0,7.65,28.5,1.35,0.25,215.0,770.0,3.3843902633457743,0.8544153281560676,0.22314355131420976,6.647688373563329,5.375278407684165,2.8284271247461903,18.900000000000002,38.475,3.5,2.990719731730447,3.6756675601417057,1
LAKE,WEST BENGAL,2018,26.0,6.9,7.5,211.0,2.15,1.745,5050.0,7700.0,5.356586274672012,1.1474024528375417,1.009781074961494,8.94910546953925,8.527341522468053,2.6267851073127395,55.9,453.65,45.370000000000005,4.041295341132285,6.119527892171922,1
LAKE,WEST BENGAL,2018,24.75,6.8999999999999995,7.55,494.0,3.15,1.745,7000.0,11000.0,6.20455776256869,1.423108334242607,1.009781074961494,9.305741456739435,8.853808274977197,2.6267851073127395,77.96249999999999,1556.1,43.188750000000006,4.368973056224819,7.350580395847379,1
LAKE,ANDHRA PRADESH,2019,27.0,5.9,7.75,1332.0,2.9000000000000004,2.91,17.0,625.0,7.195187320178709,1.3609765531356008,1.3635373739972745,6.439350371100098,2.8903717578961645,2.4289915602982237,78.30000000000001,3862.8000000000006,78.57000000000001,4.373238128640803,8.259406434158453,1
TANK,ANDHRA PRADESH,2019,30.5,4.65,7.35,663.0,12.0,2.2,150.0,900.0,6.498282149476434,2.5649493574615367,1.1631508098056809,6.803505257608338,5.017279836814924,2.1563858652847827,366.0,7956.0,67.10000000000001,5.905361848054571,8.981807323377534,1
LAKE,ASSAM,2019,28.0,7.8,7.55,208.5,3.75,1.55,181.0,930.0,5.344723739362192,1.55814461804655,0.9360933591703349,6.836259277277067,5.204006687076795,2.792848008753788,105.0,781.875,43.4,4.663439094112067,6.662973040845577,1
LAKE,ASSAM,2019,22.5,4.3,7.0,128.5,9.65,1.6,515.0,1360.0,4.863680881139593,2.365559892155434,0.9555114450274363,7.215975002651466,6.246106765481563,2.073644135332772,217.125,1240.025,36.0,5.385068292956691,7.123692930046018,1
LAKE,ASSAM,2019,29.0,5.2,7.65,132.0,2.2,1.4500000000000002,181.0,1300.0,4.890349128221754,1.1631508098056809,0.8960880245566357,7.170888478512505,5.204006687076795,2.280350850198276,63.800000000000004,290.40000000000003,42.050000000000004,4.171305603358229,5.674696893761104,1
LAKE,ASSAM,2019,28.0,6.85,7.5,210.5,3.5999999999999996,1.6,366.0,1110.0,5.354224998486333,1.5260563034950492,0.9555114450274363,7.01301578963963,5.905361848054571,2.6172504656604803,100.79999999999998,757.8,44.800000000000004,4.623010104116422,6.631738238060859,1
LAKE,ASSAM,2019,23.0,4.75,6.9,107.0,2.6,1.0,515.0,1360.0,4.68213122712422,1.2809338454620642,0.6931471805599453,7.215975002651466,6.246106765481563,2.179449471770337,59.800000000000004,278.2,23.0,4.107589788972121,5.631928370888217,1
LAKE,ASSAM,2019,24.5,5.9,7.25,39.0,1.7999999999999998,0.9,151.0,361.0,3.6888794541139363,1.0296194171811581,0.6418538861723948,5.8916442118257715,5.0238805208462765,2.4289915602982237,44.099999999999994,70.19999999999999,22.05,3.8088822465086327,4.26549281841793,1
POND,ASSAM,2019,27.0,3.65,7.55,674.5,10.1,2.05,366.0,1580.0,6.515453157400254,2.4069451083182885,1.1151415906193203,7.365812837209472,5.905361848054571,1.91049731745428,272.7,6812.45,55.349999999999994,5.612032616046633,8.8266538787906,1
POND,ASSAM,2019,20.5,4.25,7.0,143.0,2.9,1.4,700.0,1900.0,4.969813299576001,1.3609765531356006,0.8754687373538999,7.550135342488429,6.55250788703459,2.0615528128088303,59.449999999999996,414.7,28.7,4.101816577060801,6.029963846258592,1
POND,ASSAM,2019,26.5,6.9,7.4,33.0,2.0,1.0,181.0,366.0,3.5263605246161616,1.0986122886681098,0.6931471805599453,5.905361848054571,5.204006687076795,2.6267851073127395,53.0,66.0,26.5,3.9889840465642745,4.204692619390966,1
POND,ASSAM,2019,24.5,6.25,6.9,130.0,2.4000000000000004,0.75,366.0,751.0,4.875197323201151,1.2237754316221159,0.5596157879354227,6.62273632394984,5.905361848054571,2.5,58.80000000000001,312.00000000000006,18.375,4.091005660956586,5.746203190540154,1
POND,ASSAM,2019,25.0,6.5,7.300000000000001,66.0,2.55,1.1,366.0,751.0,4.204692619390966,1.2669476034873244,0.7419373447293773,6.62273632394984,5.905361848054571,2.5495097567963922,63.74999999999999,168.29999999999998,27.500000000000004,4.1705337005796475,5.13167228913909,1
POND,ASSAM,2019,26.5,7.4,8.15,169.0,4.0,1.7,605.0,1360.0,5.135798437050262,1.6094379124341003,0.9932517730102833,7.215975002651466,6.406879986069314,2.7202941017470885,106.0,676.0,45.05,4.672828834461906,6.517671272912275,1
POND,ASSAM,2019,26.0,7.4,8.2,80.0,3.65,1.65,900.0,1760.0,4.394449154672439,1.536867219599265,0.9745596399981308,7.473637108496206,6.803505257608338,2.7202941017470885,94.89999999999999,292.0,42.9,4.563305981889393,5.680172609017068,1
POND,ASSAM,2019,26.0,7.4,8.0,128.5,4.9,1.35,551.0,1530.0,4.863680881139593,1.7749523509116738,0.8544153281560676,7.333676395657684,6.313548046277095,2.7202941017470885,127.4,629.6500000000001,35.1,4.855150391255861,6.446751033533202,1
POND,ASSAM,2019,28.5,5.75,6.9,71.0,5.2,1.5,366.0,1530.0,4.276666119016055,1.824549292051046,0.9162907318741551,7.333676395657684,5.905361848054571,2.3979157616563596,148.20000000000002,369.2,42.75,5.005287687769661,5.914043400139397,1
POND,ASSAM,2019,28.0,7.0,7.699999999999999,67.0,3.2,1.05,515.0,1330.0,4.219507705176107,1.4350845252893227,0.7178397931503169,7.193685818395112,6.246106765481563,2.6457513110645907,89.60000000000001,214.4,29.400000000000002,4.506454213048934,5.372496764722288,1
POND,ASSAM,2019,27.5,9.1,7.8999999999999995,257.0,4.05,1.8,700.0,1765.0,5.552959584921617,1.6193882432872684,1.0296194171811581,7.476472381163905,6.55250788703459,3.0166206257996713,111.375,1040.85,49.5,4.721841492791785,6.948753258016209,1
POND,ASSAM,2019,26.0,7.5,7.699999999999999,444.0,4.55,1.75,1750.0,6700.0,6.09807428216624,1.713797927758343,1.0116009116784799,8.81001204797317,7.467942332285852,2.7386127875258306,118.3,2020.1999999999998,45.5,4.78164132910387,7.6114466734177535,1
POND,ASSAM,2019,27.0,8.600000000000001,8.3,159.0,7.8,2.0,1150.0,1855.0,5.075173815233827,2.174751721484161,1.0986122886681098,7.526178913346146,7.048386408721883,2.932575659723036,210.6,1240.2,54.0,5.354697699984144,7.123833932574225,1
POND,ASSAM,2019,25.5,8.15,7.05,107.0,1.8,1.75,510.0,1330.0,4.68213122712422,1.0296194171811581,1.0116009116784799,7.193685818395112,6.236369590203704,2.8548204847240397,45.9,192.6,44.625,3.8480176754522337,5.265794174842477,1
POND,ASSAM,2019,28.5,8.0,8.0,53.5,3.0,1.2000000000000002,751.0,2510.0,3.9982007016691985,1.3862943611198906,0.7884573603642703,7.828436359157585,6.62273632394984,2.8284271247461903,85.5,160.5,34.2,4.460144413937834,5.084505142662711,1
POND,ASSAM,2019,30.5,5.15,7.65,63.0,2.7,1.4,351.0,930.0,4.1588830833596715,1.308332819650179,0.8754687373538999,6.836259277277067,5.863631175598097,2.2693611435820435,82.35000000000001,170.10000000000002,42.699999999999996,4.423048609196803,5.1422481808981475,1
POND,ASSAM,2019,29.5,4.3,7.6,53.5,1.85,1.5499999999999998,900.0,1765.0,3.9982007016691985,1.0473189942805592,0.9360933591703348,7.476472381163905,6.803505257608338,2.073644135332772,54.575,98.97500000000001,45.724999999999994,4.017733459850261,4.604920154732882,1
POND,ASSAM,2019,29.0,4.45,8.0,86.0,1.7999999999999998,1.35,366.0,1230.0,4.465908118654584,1.0296194171811581,0.8544153281560676,7.115582126184454,5.905361848054571,2.1095023109728985,52.199999999999996,154.79999999999998,39.150000000000006,3.9740583963475986,5.048573133436648,1
POND,ASSAM,2019,24.5,5.25,7.0,106.0,2.7,2.25,181.0,1550.0,4.672828834461906,1.308332819650179,1.1786549963416462,7.346655163176539,5.204006687076795,2.29128784747792,66.15,286.20000000000005,55.125,4.206928922969246,5.660178837174069,1
POND,ASSAM,2019,25.0,7.25,6.8,31.0,2.0,0.95,366.0,456.0,3.4657359027997265,1.0986122886681098,0.6678293725756554,6.124683390894205,5.905361848054571,2.692582403567252,50.0,62.0,23.75,3.9318256327243257,4.143134726391533,1
POND,ASSAM,2019,25.5,6.35,6.9,29.0,2.45,0.95,456.0,1401.0,3.4011973816621555,1.2383742310432684,0.6678293725756554,7.2456550675945355,6.124683390894205,2.5199206336708304,62.475,71.05000000000001,24.224999999999998,4.1506461275907425,4.277360322445531,1
POND,ASSAM,2019,25.0,7.2,7.35,38.5,1.9,1.1,751.0,2130.0,3.676300671907076,1.0647107369924282,0.7419373447293773,7.664346632098617,6.62273632394984,2.6832815729997477,47.5,73.14999999999999,27.500000000000004,3.8815637979434374,4.306090068583941,1
POND,ASSAM,2019,25.5,6.0,7.1,70.0,2.2,1.3,351.0,751.0,4.2626798770413155,1.1631508098056809,0.832909122935104,6.62273632394984,5.863631175598097,2.449489742783178,56.1,154.0,33.15,4.044804116661965,5.043425116919247,1
POND,ASSAM,2019,23.5,4.699999999999999,6.95,135.5,2.6,1.15,2.0,366.0,4.916324614625014,1.2809338454620642,0.7654678421395714,5.905361848054571,1.0986122886681098,2.16794833886788,61.1,352.3,27.025,4.128745988939433,5.8673175543650995,1
POND,ASSAM,2019,28.5,7.6499999999999995,7.8,346.0,3.3499999999999996,1.8,1710.0,6700.0,5.849324779946859,1.4701758451005926,1.0296194171811581,8.81001204797317,7.444833273892193,2.765863337187866,95.475,1159.1,51.300000000000004,4.569283907423682,7.056261487281361,1
POND,ASSAM,2019,26.0,6.85,7.3,37.0,2.6,1.1,751.0,2151.0,3.6375861597263857,1.2809338454620642,0.7419373447293773,7.674152921281675,6.62273632394984,2.6172504656604803,67.60000000000001,96.2,28.6,4.22829253473184,4.576770711466393,1
POND,ASSAM,2019,29.0,6.9,7.5,51.0,2.15,0.95,151.0,351.0,3.9512437185814275,1.1474024528375417,0.6678293725756554,5.863631175598097,5.0238805208462765,2.6267851073127395,62.349999999999994,109.64999999999999,27.549999999999997,4.148674906767148,4.7063720664970585,1
TANK,ASSAM,2019,24.5,6.5,7.25,28.5,1.85,1.0,181.0,301.0,3.3843902633457743,1.0473189942805592,0.6931471805599453,5.71042701737487,5.204006687076795,2.5495097567963922,45.325,52.725,24.5,3.8356817721714234,3.983878442528574,1
LAKE,BIHAR,2019,24.0,9.55,7.949999999999999,302.5,2.8,0.09,5500.0,11000.0,5.715381610499553,1.33500106673234,0.08617769624105233,9.305741456739435,8.612685172875459,3.0903074280724887,67.19999999999999,847.0,2.16,4.222444564849416,6.742880635791903,1
LAKE,BIHAR,2019,25.5,10.35,8.75,629.0,5.7,0.845,11090.0,27600.0,6.4457198193855785,1.9021075263969205,0.6124792774924905,10.225607282932941,9.313889247604742,3.2171415884290826,145.35,3585.3,21.5475,4.986001013137895,8.184876309338502,1
LAKE,BIHAR,2019,24.5,8.75,8.75,1029.0,9.2,1.075,18200.0,81650.0,6.937314081223682,2.322387720290225,0.7299611536826616,11.31020934572104,9.809231816610408,2.958039891549808,225.39999999999998,9466.8,26.3375,5.422303346329028,9.155651846625382,1
POND,BIHAR,2019,27.0,8.65,7.4,839.0,3.2,1.375,12050.0,18050.0,6.733401891837359,1.4350845252893227,0.8649974374866045,9.800956363888462,9.396902923027392,2.9410882339705484,86.4,2684.8,37.125,4.470495282661489,7.895733914147075,1
POND,BIHAR,2019,26.5,8.8,8.2,619.5,3.3,1.015,8965.0,19150.0,6.430525604644662,1.4586150226995167,0.7006191953986463,9.860110212566559,9.101194924715385,2.9664793948382653,87.44999999999999,2044.35,26.897499999999997,4.482437420605794,7.6233242029768125,1
LAKE,CHHATTISGARH,2019,31.0,6.35,7.35,663.0,6.65,0.025,91.0,801.0,6.498282149476434,2.0347056478384444,0.0246926125903715,6.687108607866515,4.5217885770490405,2.5199206336708304,206.15,4408.95,0.775,5.333443168523411,8.391618630508137,1
POND,CHHATTISGARH,2019,27.0,6.5,7.4,663.0,5.4,0.025,141.0,801.0,6.498282149476434,1.8562979903656263,0.0246926125903715,6.687108607866515,4.955827057601261,2.5495097567963922,145.8,3580.2000000000003,0.675,4.9890711161804155,8.18345321876,1
LAKE,DELHI,2019,14.0,6.8,7.4,1014.5,16.0,2.86,11000.0,17000.0,6.92313638102044,2.833213344056216,1.3506671834767394,9.741027444837728,9.305741456739435,2.6076809620810595,224.0,16232.0,40.04,5.41610040220442,9.694801486310846,1
LAKE,DELHI,2019,26.0,5.75,7.15,269.0,4.3999999999999995,1.745,1210.0,8700.0,5.598421958998375,1.6863989535702286,1.009781074961494,9.071193240566025,7.099201743553092,2.3979157616563596,114.39999999999999,1183.6,45.370000000000005,4.748404354073999,7.077160443842865,1
LAKE,DELHI,2019,14.0,10.35,8.75,808.0,30.0,1.02,49000.0,130000.0,6.695798917058491,3.4339872044851463,0.7030975114131134,11.775297421715827,10.799595985047786,3.2171415884290826,420.0,24240.0,14.280000000000001,6.042632833682381,10.095800693457734,1
LAKE,GOA,2019,29.0,7.65,7.1,106.5,4.5,0.245,56.0,1060.0,4.677490847567717,1.7047480922384253,0.21913552991667093,6.966967138613983,4.04305126783455,2.7658633371878665,130.5,479.25,7.1049999999999995,4.879006851617819,6.174306801648666,1
LAKE,GOA,2019,28.0,4.15,7.050000000000001,1219.0,4.5,1.745,2695.0,4345.0,7.106606137727303,1.7047480922384253,1.009781074961494,8.377011160816375,7.899524472032198,2.0371548787463363,126.0,5485.5,48.86,4.844187086458591,8.610045808430854,1
LAKE,GOA,2019,28.5,7.05,7.05,194.5,4.5,3.9,2460.0,3970.0,5.27556037942542,1.7047480922384253,1.589235205116581,8.286773231131251,7.8083230503910555,2.6551836094703507,128.25,875.25,111.14999999999999,4.861748513388538,6.7756514383488,1
LAKE,GOA,2019,29.0,3.45,7.05,327.0,4.5,1.27,15950.0,53000.0,5.793013608384144,1.7047480922384253,0.8197798314933114,10.87806606028079,9.677276802172448,1.857417562100671,130.5,1471.5,36.83,4.879006851617819,7.294716915525742,1
LAKE,GOA,2019,31.5,7.35,6.8,253.5,4.5,1.745,2550.0,6725.0,5.539300835990577,1.7047480922384253,1.009781074961494,8.813735892300215,7.844240718141811,2.711088342345192,141.75,1140.75,54.9675,4.96109484853612,7.040317452065108,1
LAKE,GOA,2019,28.0,7.9,6.65,97.5,4.5,1.745,3600.0,8150.0,4.590056548178043,1.7047480922384253,1.009781074961494,9.005895898094458,8.188966863648876,2.8106938645110393,126.0,438.75,48.86,4.844187086458591,6.086206383617667,1
LAKE,GUJARAT,2019,27.5,7.4,8.6,2905.0,17.5,0.175,29.0,330.0,7.974532844130228,2.917770732084279,0.16126814759612226,5.802118375377063,3.4011973816621555,2.7202941017470885,481.25,50837.5,4.8125,6.178462651785838,10.836409220540828,1
LAKE,GUJARAT,2019,28.5,7.1499999999999995,7.8500000000000005,471.0,8.5,0.14,35.0,246.0,6.156978985585555,2.2512917986064953,0.13102826240640408,5.5093883366279774,3.58351893845611,2.6739483914241875,242.25,4003.5,3.99,5.494089721066114,8.295174007763737,1
LAKE,GUJARAT,2019,14.5,7.15,7.95,257.0,0.6000000000000001,0.5549999999999999,3.0,25.5,5.552959584921617,0.47000362924573563,0.4414755456311974,3.2771447329921766,1.3862943611198906,2.6739483914241875,8.700000000000001,154.20000000000002,8.0475,2.2721258855093374,5.0447146077491185,1
LAKE,GUJARAT,2019,15.15,3.75,7.85,2222.5,5.95,0.5800000000000001,118.0,351.5,7.706837809950751,1.9387416595767009,0.4574248470388755,5.8650506222523235,4.77912349311153,1.9364916731037085,90.1425,13223.875,8.787,4.512424215786502,9.48985480488599,1
LAKE,GUJARAT,2019,27.0,7.25,8.35,1383.5,2.85,0.15,68.5,140.0,7.233094342611016,1.3480731482996928,0.1397619423751587,4.948759890378168,4.241326752570746,2.692582403567252,76.95,3942.975,4.05,4.356067595503785,8.279944376960042,1
LAKE,GUJARAT,2019,26.5,5.300000000000001,7.8999999999999995,1690.0,3.35,3.06,62.0,188.0,7.43307534889858,1.4701758451005926,1.4011829736136414,5.241747015059643,4.143134726391533,2.302172886644268,88.775,5661.5,81.09,4.497306540112147,8.64162076979129,1
LAKE,GUJARAT,2019,25.5,6.0,7.6499999999999995,486.0,5.199999999999999,0.29000000000000004,7.0,21.0,6.18826412308259,1.8245492920510458,0.25464221837358075,3.091042453358316,2.0794415416798357,2.449489742783178,132.6,2527.2,7.395000000000001,4.894850261102546,7.835262866061457,1
LAKE,GUJARAT,2019,23.0,9.3,7.9,1068.5,72.5,0.04,6.5,29.5,6.9749465285224606,4.297285406218791,0.039220713153281295,3.417726683613366,2.0149030205422647,3.0495901363953815,1667.5,77466.25,0.92,7.4196802981914285,11.257610545383914,1
LAKE,GUJARAT,2019,27.0,5.35,8.3,1364.0,2.0500000000000003,0.56,61.0,280.5,7.21890970761906,1.1151415906193203,0.44468582126144574,5.640132447579745,4.127134385045092,2.3130067012440754,55.35000000000001,2796.2000000000003,15.120000000000001,4.031582240485785,7.936374195829712,1
